ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;502;INT. GINOCCHIO CON DIA. PRINC. DI INFEZIONE SNZ CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;2;2;0;0;0;29;0;0;29;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;339;INT. SUL TESTICOLO NON PER T.M., ETA' > 17;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;11;9;8;0;2;10;0;2;12;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;518;INT. S CARDVSC PERC. SNZ STENT ARTERCORON. O IMA;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;91;91;11;0;0;212;0;0;212;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;M;095;PNEUMOTORACE SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;9;9;0;0;0;35;0;0;35;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;171;ALTRI INT. SU APP. DIGERENTE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;14;14;12;0;0;16;0;0;16;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;555;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;52;52;0;0;0;319;0;0;319;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;566;DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA < 96 ORE;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;13;0;0;13;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;C;077;ALTRI INT. SU APP. RESPIRATORIO SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;5;5;0;0;0;38;0;0;38;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;324;CALCOLOSI URINARIA SENZA CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;53;52;26;1;0;103;1;0;104;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;07;CARDIOCHIRURGIA;A;C;549;BYPASS CORONAR. SENZA CATETERISMO CARDIACO CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;4;4;0;0;0;56;0;0;56;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;491;INT. SU ARTICOLAZ. MAGG. E REIMPIANTI DI ARTI SUP.;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;17;16;0;0;1;80;0;1;81;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;179;MAL. INFIAMMATORIE INTESTINO;06;MALATTIE E DISTURBI APPARATO DIGERENTE;7;7;0;0;0;57;0;0;57;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;541;OSS. EXTRACORP. A MEMBRANE O TRACH. VM = 96 ORE O DIAPR NO FACCIA... INTCH MAGG.;PR;PREMDC (DRG SENZA SPECIFICA MDC);1;1;0;0;0;45;0;0;45;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;078;EMBOLIA POLMONARE;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;9;9;0;0;0;128;0;0;128;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;143;DOLORE TORACICO;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;28;28;3;0;0;103;0;0;103;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;077;ALTRI INT. SU APP. RESPIRATORIO SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;4;0;0;0;4;0;0;4;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;224;INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;95;74;70;0;21;79;0;21;100;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;557;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT MED CON DIA CARDIOVASC MAGG;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;8;8;0;0;0;62;0;0;62;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;121;MAL.CARDIOVASC. CON IMA CON CC CARD.,VIVI;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;17;0;0;17;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;175;EMORRAGIA GASTROINTESTINALE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;21;0;0;21;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;440;SBRIGLIAMENTO DI FERITE PER TRAUMATISMO;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;2;0;0;0;2;0;0;2;2;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;350;INFIAMMAZIONI APP. RIPRODUTTIVO MASCHILE;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;16;16;1;0;0;62;0;0;62;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;408;ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;0;0;0;1;0;0;1;1;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;M;099;SEGNI E SINTOMI RESPIRATORI CON CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;9;0;0;9;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;151;LISI DI ADERENZE PERITONEALI SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;28;0;0;28;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;544;SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;50;50;0;0;0;445;0;0;445;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;338;INT. SUL TESTICOLO PER T.M.;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;8;8;2;0;0;16;0;0;16;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;204;MAL. PANCREAS ESCL. T.M.;07;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;19;19;1;0;0;161;0;0;161;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;110;INT. MAGGIORI SU SIST. CARDIOVASCOLARE CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;47;0;0;47;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;229;INT. MANO O POLSO ESCL. MAGG.SU ARTICOLAZ.SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;26;15;12;0;11;18;0;11;29;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;C;223;INT. MAGG. SPALLA,GOMITO O ALTRI ARTO SUP. CON CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;10;0;0;10;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;13;0;0;13;0;0;13;0;13;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;1;1;4;0;1;4;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;121;MAL.CARDIOVASC. CON IMA CON CC CARD.,VIVI;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;11;11;1;0;0;92;0;0;92;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;443;ALTRI INT. CHIR. PER TRAUMATISMO SENZA CC;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;4;2;1;0;2;3;0;2;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;58;54;34;0;4;81;0;4;85;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;029;STUPORE E COMA TRAUMAT.,COMA <1 H,ETA'>17 SENZA CC;01;MALATTIE E DISTURBI SISTEMA NERVOSO;14;14;1;0;0;101;0;0;101;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;49;TERAPIA INTENSIVA;A;C;110;INT. MAGGIORI SU SIST. CARDIOVASCOLARE CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;5;1;0;0;81;0;0;81;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;170;ALTRI INT. SU APP. DIGERENTE CON CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;418;INFEZIONI POST-CHIRURGICHE E POST-TRAUMATICHE;18;MALATTIE INFETTIVE E PARASSITARIE;4;4;0;0;0;49;0;0;49;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;290;INT. SULLA TIROIDE;10;MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI;11;11;0;0;0;28;0;0;28;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;C;075;INT. MAGGIORI SUL TORACE;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;38;38;0;0;0;312;0;0;312;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;138;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;4;4;0;0;0;29;0;0;29;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;8;1;1;7;0;1;7;0;8;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;573;INTERVENTI MAGGIORI SULLA VESCICA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;16;16;0;0;0;360;0;0;360;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;219;INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;538;ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;10;4;2;0;6;8;0;6;14;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;142;SINCOPE E COLLASSO SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;11;10;1;1;0;39;1;0;40;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;268;CHIR. PLASTICA PELLE,TESS. SOTTOCUTANEO E MAMMELLA;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;2;2;2;0;0;2;0;0;2;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;503;INT. SU GINOCCHIO SENZA DIA. PRINC. DI INFEZIONE;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;9;9;0;0;0;30;0;0;30;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;556;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT NOMED SENZA DIA CARDIOVASC MAGG;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;17;0;0;17;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;453;COMPLICAZIONI DI TRATTAMENTO SENZA CC;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;13;12;4;1;0;53;1;0;54;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;C;077;ALTRI INT. SU APP. RESPIRATORIO SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;9;9;0;0;0;60;0;0;60;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;403;LINFOMA E LEUCEMIA NON ACUTA CON CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;8;0;0;8;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;395;ANOMALIE DEI GLOBULI ROSSI, ETA' > 17;16;MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO;2;2;0;0;0;14;0;0;14;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;337;PROSTATECTOMIA TRANSURETRALE SENZA CC;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;198;198;1;0;0;584;0;0;584;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;224;INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;56;48;18;0;8;105;0;8;113;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;268;CHIR. PLASTICA PELLE,TESS. SOTTOCUTANEO E MAMMELLA;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;11;11;10;0;0;12;0;0;12;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;442;ALTRI INT. CHIR. PER TRAUMATISMO CON CC;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;6;6;0;0;0;150;0;0;150;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;331;ALTRE DIA. RENE E VIE URINARIE,ETA' >17 CON CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;290;INT. SULLA TIROIDE;10;MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI;27;27;0;0;0;80;0;0;80;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;223;INT. MAGG. SPALLA,GOMITO O ALTRI ARTO SUP. CON CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;21;21;20;0;0;22;0;0;22;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;172;T.M. APP. DIGERENTE CON CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;13;0;0;13;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;395;ANOMALIE DEI GLOBULI ROSSI, ETA' > 17;16;MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO;10;10;0;0;0;60;0;0;60;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;210;INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17 CON CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;49;49;0;0;0;511;0;0;511;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;M;144;ALTRE DIA. APP. CIRCOLATORIO CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;2;0;0;2;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;464;SEGNI E SINTOMI SENZA CC;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;15;15;6;0;0;65;0;0;65;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;104;INT. VALVOLE CARDIACHE CON CATETERISMO CARDIACO;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;13;0;0;13;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;114;114;0;0;0;1642;0;0;1642;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;461;INT. CON DIA. DI ALTRO CONTATTO CON SERVIZI SANIT.;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;2;0;0;0;2;0;0;2;2;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;225;INT. SUL PIEDE;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;6;5;5;0;1;5;0;1;6;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;538;ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;7;4;4;0;3;4;0;3;7;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;404;LINFOMA E LEUCEMIA NON ACUTA SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;7;0;0;7;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;07;CARDIOCHIRURGIA;A;C;111;INT. MAGGIORI SU SIST. CARDIOVASCOLARE SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;10;10;0;0;0;111;0;0;111;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;C;408;ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;4;0;0;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;14;CHIRURGIA VASCOLARE;A;C;553;ALTRI INTERVENTI VASCOLARI CON CC CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;25;0;0;25;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;14;CHIRURGIA VASCOLARE;A;C;533;INTERVENTI VASCOLARI EXTRACRANICI CON CC;01;MALATTIE E DISTURBI SISTEMA NERVOSO;10;10;0;0;0;102;0;0;102;0;0;0;0
